epoch,train_loss,train_acc,val_loss,val_acc
1,1.1329018035616194,0.47828571428571426,0.7765965236028035,0.8313333333333334
2,0.5809229582037244,0.8704285714285714,0.4322426505088806,0.9653333333333334
3,0.3366176862035479,0.942,0.23265503942966462,0.952
4,0.22548388754470008,0.9762857142857143,0.19380797068277994,0.9953333333333333
5,0.17935577762126922,0.987,0.1875922923485438,0.9973333333333333
6,0.17135898373808178,0.9888571428571429,0.18869661599894363,0.998
7,0.15077978369167871,0.9912857142857143,0.19454749178389708,0.998
8,0.1403551419952086,0.9938571428571429,0.19380820494393508,0.998
9,0.12382752862998417,0.995,0.20493171532948812,0.998
10,0.14957435665598937,0.992,0.20079682656129202,0.998
11,0.13066685335976738,0.9962857142857143,0.20024349419772625,0.998
12,0.126244827406747,0.9945714285714286,0.2164233719954888,0.9986666666666667
13,0.13197830149531364,0.9974285714285714,0.2007873487174511,0.9973333333333333
14,0.11553173128196172,0.9958571428571429,0.2161350822498401,0.998
15,0.1138465398975781,0.9968571428571429,0.2064960891654094,0.998
16,0.11347229515441827,0.9977142857142857,0.2178477516223987,0.998
17,0.10332691049575805,0.9975714285714286,0.2293773952027162,0.9986666666666667
18,0.10305512014031411,0.9962857142857143,0.22456847760081292,0.9986666666666667
19,0.11122213496906416,0.9955714285714286,0.2360904944886764,0.9986666666666667
20,0.09796488291876657,0.9972857142857143,0.24624931305646897,0.9986666666666667
21,0.0939028578634773,0.9965714285714286,0.2500178708682458,0.998
22,0.09500202938275677,0.9968571428571429,0.25590866123636563,0.9986666666666667
23,0.10892902333395822,0.9964285714285714,0.22960177606840929,0.9986666666666667
24,0.09220981203445366,0.9945714285714286,0.2502602834949891,0.9986666666666667
25,0.08703662777372768,0.9972857142857143,0.2574668782899777,0.998
26,0.08168138273911817,0.9982857142857143,0.26560657713810604,0.9986666666666667
27,0.07120772597406591,0.998,0.24455005810409786,0.9986666666666667
28,0.08832171655339854,0.9967142857142857,0.2678209518839916,0.9986666666666667
29,0.07836202301084995,0.9967142857142857,0.28199848079681394,0.9986666666666667
30,0.09714900694361756,0.9967142857142857,0.17522582904994488,0.9986666666666667
31,0.07211145210478986,0.9931428571428571,0.2953287064433098,0.9986666666666667
32,0.07508817139267922,0.9971428571428571,0.28976327763994536,0.9986666666666667
33,0.08166753358500345,0.9975714285714286,0.30729768962661425,0.9986666666666667
34,0.05913393706296172,0.9962857142857143,0.34121637892971435,0.9986666666666667
35,0.06545377940790993,0.9968571428571429,0.34011019817739724,0.9986666666666667
36,0.062316636677299225,0.9972857142857143,0.31476708679894605,0.9986666666666667
37,0.05310986674683434,0.9977142857142857,0.38556803662826616,0.9986666666666667
38,0.07707666738969939,0.9972857142857143,0.3632107158799966,0.992
39,0.052282652169466017,0.9932857142857143,0.39703851942469676,0.998
40,0.05465117606573871,0.9971428571428571,0.4064418358554443,0.9973333333333333
41,0.06893972146085331,0.9942857142857143,0.3983752627124389,0.998
42,0.07059279786582504,0.993,0.44658812414109705,0.9966666666666667
43,0.056389363655022215,0.9951428571428571,0.4152180111904939,0.9966666666666667
44,0.06035245365755899,0.996,0.20729134279489517,0.9933333333333333
45,0.06829489621839353,0.9867142857142858,0.43915861610819895,0.9986666666666667
46,0.06686779777918543,0.9954285714285714,0.4433153043737014,0.9946666666666667
47,0.04879467587811606,0.9971428571428571,0.432729421466589,0.9986666666666667
48,0.05228067329738821,0.9937142857142857,0.4449970931907495,0.9966666666666667
49,0.05169986319967679,0.9935714285714285,0.5159403554201126,0.998
50,0.04933720581765686,0.9945714285714286,0.4215122682650884,0.9973333333333333
